titulo|tipo|marca|modelo|año|kilometraje|precio|precio_etiqueta|transmision|caja|detalle|tags|ubicacion|url_auto
Chevrolet Tracker 2023|seminuevos|Chevrolet|Tracker|2023|22059.0|20800.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
22,059 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-2023-1832967
Renault Duster 2020|seminuevos|Renault|Duster|2020|44650.0|8000.0|$5K - $10K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
44,650 Kms
Lima, Lima"|MOTOR ECONÓMICO|Lima, Lima|https://neoauto.com/auto/seminuevo/chery-q22-2021-1832837
Kia Sportage 2025|seminuevos|Kia|Sportage|2025|2109.0|56991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
2,109 Kms
Lima, Lima
BMW M235i XDrive Gran Coupé M Performance"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-m235i-xdrive-grand-coupe-2024-1844941
Audi Q5 2020|seminuevos|Audi|Q5|2020|35000.0|19500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
35,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-cla-180-coupe-2018-1846566
Peugeot Partner 2024|seminuevos|Peugeot|Partner|2024|22000.0|19990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
22,000 Kms
Lima, Lima
TURBO 1.2T PRIME"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-tracker-2023-1835849
Mini Hatch 3dr 2018|seminuevos|Mini|Hatch 3dr|2018|3810.0|75991.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
3,810 Kms
Lima, Lima
BMW I4 EDrive40 IPerformance Eléctrico Paquete M Sport"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-i4-2023-1824704
Peugeot Partner 2024|seminuevos|Peugeot|Partner|2024|50571.0|13000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
50,571 Kms
Lima, Lima
RENAULT DUSTER AÑO 2019 INTENS MECANICA"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/renault-duster-2020-1847842
Subaru Xv 2019|seminuevos|Subaru|Xv|2019|9000.0|17990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
9,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/gac-emkoo-2024-1846577
Hyundai Creta 2023|seminuevos|Hyundai|Creta|2023|48500.0|19990.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
48,500 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/subaru-xv-2019-1842458
Peugeot 3008 2018|seminuevos|Peugeot|3008|2018|50000.0|18990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
50,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-2023-1834855
Suzuki Vitara 2021|seminuevos|Suzuki|Vitara|2021|63000.0|18990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
63,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-3008-2018-1834765
Peugeot Partner 2024|seminuevos|Peugeot|Partner|2024|48000.0|16990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
48,000 Kms
Lima, Lima
Seminuevo De Calidad"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/suzuki-vitara-2021-1831515
Chevrolet Tracker 2022|seminuevos|Chevrolet|Tracker|2022|49089.0|15100.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
49,089 Kms
Lima, Lima"|MOTOR ECONÓMICO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-partner-2024-1844612
Peugeot 2008 2022|seminuevos|Peugeot|2008|2022|21818.0|16400.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
21,818 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-tracker-2022-1832965
Kia Niro 2024|seminuevos|Kia|Niro|2024|70109.0|17000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
70,109 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-2008-2022-1845207
Mitsubishi Outlander 2020|seminuevos|Mitsubishi|Outlander|2020|7000.0|29990.0|$20K - $30K|Automática|Secuencial|"Eléctrico|Automática - Secuencial
Kilometraje:
7,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-niro-2024-1847018
Nissan Sentra 2019|seminuevos|Nissan|Sentra|2019|83880.0|21000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
83,880 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/mitsubishi-outlander-2020-1794826
Renault Kardian 2025|seminuevos|Renault|Kardian|2025|16300.0|28990.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
16,300 Kms
Lima, Lima
MOTOR 2.0 TURBO"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/gac-gs8-2023-1836414
Kia Niro 2022|seminuevos|Kia|Niro|2022|68932.0|12500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
68,932 Kms
Lima, Lima
NISSAN SENTRA SENSE AT CVT 2018"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/nissan-sentra-2019-1847877
Porsche Macan S 2018|seminuevos|Porsche|Macan S|2018|3390.0|19000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
3,390 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/renault-kardian-2025-1841531
Chery Arrizo 5 2023|seminuevos|Chery|Arrizo 5|2023|11063.0|57991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
11,063 Kms
Lima, Lima
BMW X4 30i Confort"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x4-30i-2023-1845151
Kia K3 Cross 2025|seminuevos|Kia|K3 Cross|2025|25559.0|21500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
25,559 Kms
Lima, Lima
KIA NIRO 1.6 DCT-ECO HYBRID 2021 ROJO A/T SUV 25559 KMS"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-niro-2022-1830643
Suzuki Grand Nomade 2019|seminuevos|Suzuki|Grand Nomade|2019|24800.0|49900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
24,800 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-s-2018-1839636
Jeep Compass 2022|seminuevos|Jeep|Compass|2022|42600.0|20900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
42,600 Kms
Lima, Lima
Sport 2.4 A/T, GARANTÍA Y SERVICIOS DIVEMOTOR"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-compass-2022-1839431
Peugeot Partner 2024|seminuevos|Peugeot|Partner|2024|49444.0|15500.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
49,444 Kms
Lima, Lima"|MOTOR ECONÓMICO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-partner-2024-1836463
Volkswagen Passat 2012|seminuevos|Volkswagen|Passat|2012|102000.0|9900.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
102,000 Kms
Lima, Lima
Excelente Estado De Conservación"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-passat-2012-1822494
Hyundai Creta 2023|seminuevos|Hyundai|Creta|2023|15300.0|19990.0|$10K - $20K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
15,300 Kms
Lima, Lima
Seminuevo De Calidad"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-2023-1819921
Mazda Cx-5 2021|seminuevos|Mazda|Cx-5|2021|23700.0|23900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
23,700 Kms
Lima, Lima
MAZDA CX-5 CORE AT 2021"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-5-2021-1847001
Mazda Cx-9 2023|seminuevos|Mazda|Cx-9|2023|20033.0|39000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
20,033 Kms
Lima, Lima
MAZDA CX9 VERSION HIGH AÑO 2023 MOTOR 2.5 AUTOMATICA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-9-2023-1846970
Haval H6 2023|seminuevos|Haval|H6|2023|7122.0|24000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
7,122 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/haval-h6-2023-1847547
Hyundai Creta 2022|seminuevos|Hyundai|Creta|2022|56315.0|18000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
56,315 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-2022-1846958
Mazda Cx-5 2022|seminuevos|Mazda|Cx-5|2022|41000.0|22990.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Kilometraje:
41,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-5-2022-1837990
Jeep Grand Cherokee Laredo 2019|seminuevos|Jeep|Grand Cherokee Laredo|2019|55996.0|28000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
55,996 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2019-1835979
Kia Picanto 2018|seminuevos|Kia|Picanto|2018|19900.0|10990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
19,900 Kms
Lima, Lima
Seminuevo De Calidad"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-picanto-2018-1845789
Kia Sportage 2025|seminuevos|Kia|Sportage|2025|25.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2025-1843400
Mini Aceman 2025|seminuevos|Mini|Aceman|2025|3984.0|43991.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
3,984 Kms
Lima, Lima
MINI ACEMAN ELÉCTRICO"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-aceman-2025-1842219
Hyundai Accent 2024|seminuevos|Hyundai|Accent|2024|18.0|19490.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
18 Kms
Lima, Lima
ENTREGA INMEDIATA VERSIÓN SPORT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-accent-2024-1843722
Porsche Macan 2024|seminuevos|Porsche|Macan|2024|10000.0|74900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
10,000 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-2024-1844933
Dodge Durango 2019|seminuevos|Dodge|Durango|2019|40338.0|27000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
40,338 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/dodge-durango-2019-1815130
Mini Aceman 2025|seminuevos|Mini|Aceman|2025|18000.0|28990.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
18,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/gac-gs8-2024-1847622
Mazda 6 2024|seminuevos|Mazda|6|2024|259.0|43991.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
259 Kms
Lima, Lima
MINI ACEMAN ELÉCTRICO"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-aceman-2025-1842710
Renault Kwid 2024|seminuevos|Renault|Kwid|2024|4925.0|29500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
4,925 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-6-2024-1841927
Audi E-Tron 2023|seminuevos|Audi|E-Tron|2023|29605.0|35991.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
29,605 Kms
Lima, Lima
BMW 320i Executive"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-320i-2023-1846713
Peugeot 3008 2018|seminuevos|Peugeot|3008|2018|10000.0|69900.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
10,000 Kms
Lima, Lima
Audi E-Tron Advanced 55 Quattro"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-e-tron-2023-1844114
Ford Ranger 2022|seminuevos|Ford|Ranger|2022|70000.0|16990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
70,000 Kms
Lima, Lima
Versión ACTIVE"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-3008-2018-1827483
Chery Tiggo 2 Pro 2025|seminuevos|Chery|Tiggo 2 Pro|2025|142667.0|17800.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
142,667 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-ranger-2022-1825050
Mazda Cx-30 2025|seminuevos|Mazda|Cx-30|2025|25.0|17990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
25 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mg-hs-2023-1843402
Chevrolet Tracker 2022|seminuevos|Chevrolet|Tracker|2022|5000.0|12990.0|$10K - $20K|Mecánica||"Gas GLP|Mecánica
Kilometraje:
5,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/chery-tiggo-2-pro-2025-1839999
Hyundai Kona 2024|seminuevos|Hyundai|Kona|2024|48.0|11990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
48 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/gac-gs3-2023-1845919
Porsche Macan 2021|seminuevos|Porsche|Macan|2021|6036.0|29000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
6,036 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-30-2025-1846483
Renault Kwid 2024|seminuevos|Renault|Kwid|2024|35539.0|16700.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
35,539 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-tracker-2022-1828206
Mazda Cx-5 2021|seminuevos|Mazda|Cx-5|2021|23700.0|23900.0|$20K - $30K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
23,700 Kms
Arequipa, Arequipa"|UNICO DUEÑO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/hyundai-kona-2024-1840623
Kia Sportage 2025|seminuevos|Kia|Sportage|2025|6371.0|61991.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
6,371 Kms
Lima, Lima
BMW IX3 Eléctrico Paquete M Sport"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x-3-2023-1806935
Mini Hatch 3dr 2024|seminuevos|Mini|Hatch 3dr|2024|26000.0|55900.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
26,000 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-2021-1841630
Hyundai Creta 2025|seminuevos|Hyundai|Creta|2025|31124.0|39991.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
31,124 Kms
Lima, Lima
BMW X1 20i Xline"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-20i-2022-1841216
Peugeot Partner 2022|seminuevos|Peugeot|Partner|2022|68.0|20500.0|$20K - $30K|Automática||"Eléctrico|Automática
Kilometraje:
68 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/renault-kwid-2024-1844118
Changan Cs35 2024|seminuevos|Changan|Cs35|2024|2749.0|15500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
2,749 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/changan-cs35-2024-1847694
Mini Clubman 2023|seminuevos|Mini|Clubman|2023|13649.0|35991.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
13,649 Kms
Lima, Lima
MINI Clubman Cooper S"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-clubman-2023-1840914
Kia Sportage 2025|seminuevos|Kia|Sportage|2025|25.0|30990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2025-1843397
Peugeot Partner 2024|seminuevos|Peugeot|Partner|2024|39628.0|37000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
39,628 Kms
Lima, Lima
HONDA CR-V EXL 2023 GRIS METEOROID A/T SUV 39628 KMS"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/honda-cr-v-2023-1831669
Mini Hatch 3dr 2023|seminuevos|Mini|Hatch 3dr|2023|49553.0|14300.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
49,553 Kms
Lima, Lima"|MOTOR ECONÓMICO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-partner-2024-1836484
Ford Territory 2022|seminuevos|Ford|Territory|2022|11685.0|30991.0|$30K - $40K|Automática||"Eléctrico|Automática
Kilometraje:
11,685 Kms
Lima, Lima
MINI HATCH 3DR COOPER SE Eléctrico"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-hatch-3dr-2023-1793976
Peugeot Partner 2023|seminuevos|Peugeot|Partner|2023|11335.0|58991.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
11,335 Kms
Lima, Lima
BMW X3 30e Híbrido Paquete Confort"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-30e-2024-1846712
Kia Sorento 2023|seminuevos|Kia|Sorento|2023|21000.0|11990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
21,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/gac-gs4-2023-1847500
Hyundai Accent 2019|seminuevos|Hyundai|Accent|2019|52120.0|19000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
52,120 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-territory-2022-1846949
Porsche Taycan 2024|seminuevos|Porsche|Taycan|2024|20317.0|75991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
20,317 Kms
Lima, Lima
BMW X4 M40i Performance"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x4-m40i-2023-1807447
Toyota Yaris 2022|seminuevos|Toyota|Yaris|2022|47974.0|15000.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
47,974 Kms
Lima, Lima"|MOTOR ECONÓMICO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-partner-2023-1844609
Mitsubishi Outlander 2025|seminuevos|Mitsubishi|Outlander|2025|30500.0|34990.0|$30K - $40K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
30,500 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sorento-2023-1847954
Peugeot Partner 2024|seminuevos|Peugeot|Partner|2024|49500.0|13990.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
49,500 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-accent-2019-1842462
Ford Territory 2021|seminuevos|Ford|Territory|2021|31000.0|21990.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
31,000 Kms
Lima, Lima
Versión TITANIUM"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-territory-2021-1819737
Suzuki Jimny 2022|seminuevos|Suzuki|Jimny|2022|9283.0|17500.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
9,283 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/suzuki-jimny-2022-1846875
Mini Hatch 3dr 2025|seminuevos|Mini|Hatch 3dr|2025|3076.0|37991.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
3,076 Kms
Lima, Lima
MINI HATCH 3DR COOPER S"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-hatch-3dr-2025-1841284
Peugeot 2008 2024|seminuevos|Peugeot|2008|2024|17200.0|26990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
17,200 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-2008-2024-1846125
Mazda Cx-3 2018|seminuevos|Mazda|Cx-3|2018|65906.0|14000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
65,906 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-3-2018-1847688
Porsche Cayenne Coupe 2024|seminuevos|Porsche|Cayenne Coupe|2024|42639.0|34991.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
42,639 Kms
Lima, Lima
BMW 320i Paquete M"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-320i-2022-1841151
Great Wall Wingle 2023|seminuevos|Great Wall|Wingle|2023|3300.0|115000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
3,300 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-cayenne-coupe-2024-1844564
Peugeot Partner 2024|seminuevos|Peugeot|Partner|2024|8076.0|52991.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
8,076 Kms
Lima, Lima
BMW X1 25e Híbrido Paquete Xline"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-25e-2024-1842667
Kia Sportage 2024|seminuevos|Kia|Sportage|2024|21779.0|16500.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
21,779 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/great-wall-wingle-2023-1843746
Toyota Hilux 2023|seminuevos|Toyota|Hilux|2023|40240.0|15700.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
40,240 Kms
Lima, Lima"|MOTOR ECONÓMICO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-partner-2024-1836381
Nissan Kicks 2017|seminuevos|Nissan|Kicks|2017|30.0|29990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
30 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-sportage-2024-1842486
Haval Dargo 2023|seminuevos|Haval|Dargo|2023|17356.0|41991.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
17,356 Kms
Lima, Lima
BMW 330e IPerformance Híbrido"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-330e-2023-1806903
Nissan Qashqai 2017|seminuevos|Nissan|Qashqai|2017|104941.0|38000.0|$30K - $40K|Automática||"Diesel|Automática
Kilometraje:
104,941 Kms
Lima, Lima"|PAPELES EN REGLA|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-hilux-2023-1847635
Toyota Hilux 2023|seminuevos|Toyota|Hilux|2023|38666.0|49991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
38,666 Kms
Lima, Lima
BMW X5 40i Executive"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x5-40i-2019-1810125
Jeep Compass 2018|seminuevos|Jeep|Compass|2018|6000.0|32990.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
6,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/gac-gs8-2024-1847640
Kia K3 2024|seminuevos|Kia|K3|2024|12102.0|43991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
12,102 Kms
Lima, Lima
BMW M135i XDrive"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-m135i-2023-1812603
Hyundai Elantra 2022|seminuevos|Hyundai|Elantra|2022|365.0|80991.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
365 Kms
Lima, Lima
BMW X3 M40i Performance"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-m40i-2024-1826839
Volkswagen Tiguan 2020|seminuevos|Volkswagen|Tiguan|2020|10500.0|19990.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
10,500 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-k3-2024-1847942
Mercedes Benz Glc 200 Coupe 2021|seminuevos|Mercedes Benz|Glc 200 Coupe|2021|35223.0|18200.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
35,223 Kms
Lima, Lima"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-elantra-2022-1844470
Peugeot Partner 2022|seminuevos|Peugeot|Partner|2022|56500.0|20900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
56,500 Kms
Arequipa, Arequipa"|MOTOR ECONÓMICO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-2020-1842801
Peugeot 2008 2022|seminuevos|Peugeot|2008|2022|44793.0|46500.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
44,793 Kms
Lima, Lima"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-glc-200-coupe-2021-1844539
Haval Dargo 2024|seminuevos|Haval|Dargo|2024|129254.0|12500.0|$10K - $20K|Mecánica||"Diesel|Mecánica
Kilometraje:
129,254 Kms
Lima, Lima"|MOTOR ECONÓMICO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-partner-2022-1844552
